zipcode,category,sale.dollars,sale.volume
50226,Distilled Spirits,207,9
50226,Amaretto,430,28
50071,Rum,2401,152
50071,Whisky,9896,760
50071,Gin,85,8
50071,Vodka,5037,615
50071,Brandy,133,9
50071,Tequila,1166,58
50071,Misc,634,36
50071,Schnapps,413,29
50071,Distilled Spirits,159,7
50071,Amaretto,12,2
51560,Distilled Spirits,654,27
50124,Rum,12538,824
50124,Misc,3652,162
50124,Whisky,30039,1773
50124,Gin,1351,91
50124,Vodka,21500,1815
50124,Brandy,689,34
50124,Tequila,4682,264
50124,Schnapps,1005,67
50124,Distilled Spirits,268,10
50124,Amaretto,34,7
50107,Rum,2231,154
50107,Whisky,10634,725
50107,Gin,60,5
50107,Vodka,4738,514
50107,Brandy,209,14
50107,Tequila,503,24
50107,Misc,719,36
50107,Schnapps,573,42
50107,Distilled Spirits,412,18
50107,Amaretto,17,3
50076,Misc,1975,79
50076,Rum,7387,471
50076,Whisky,13835,1011
50076,Gin,135,9
50076,Vodka,7438,852
50076,Brandy,148,11
50076,Tequila,597,26
50076,Schnapps,259,22
50076,Amaretto,18,3
50458,Misc,1216,56
50458,Rum,3911,253
50458,Whisky,12175,1009
50458,Gin,106,8
50458,Vodka,7460,905
50458,Brandy,662,30
50458,Tequila,738,36
50458,Schnapps,625,43
50458,Distilled Spirits,47,1
51001,Whisky,13447,926
51001,Gin,120,9
51001,Vodka,7731,926
51001,Rum,5343,356
51001,Brandy,318,28
51001,Tequila,733,37
51001,Misc,1768,78
51001,Schnapps,1471,118
51001,Amaretto,101,16
51001,Distilled Spirits,38,1
50541,Rum,3578,253
50541,Whisky,7291,485
50541,Gin,147,11
50541,Vodka,5810,733
50541,Brandy,402,33
50541,Tequila,1339,62
50541,Misc,525,21
50541,Distilled Spirits,192,8
50541,Amaretto,18,3
50541,Schnapps,193,18
52227,Misc,877,35
52227,Whisky,13298,772
52227,Rum,5627,359
52227,Gin,157,10
52227,Vodka,9019,924
52227,Brandy,372,18
52227,Tequila,791,40
52227,Schnapps,219,19
52227,Distilled Spirits,281,13
52227,Amaretto,6,1
50830,Rum,3366,194
50830,Misc,2469,140
50830,Whisky,17687,1119
50830,Gin,130,15
50830,Vodka,5602,738
50830,Brandy,473,40
50830,Tequila,1107,55
50830,Amaretto,280,34
50830,Schnapps,735,53
50830,Distilled Spirits,150,6
50472,Distilled Spirits,76,2
52069,Misc,1265,72
52069,Whisky,3428,269
52069,Gin,46,7
52069,Vodka,1990,235
52069,Rum,1661,106
52069,Brandy,151,14
52069,Tequila,149,13
52069,Amaretto,177,26
52069,Schnapps,1258,103
52069,Distilled Spirits,18,1
50619,Whisky,16555,1325
50619,Gin,449,41
50619,Vodka,6844,854
50619,Misc,1192,54
50619,Rum,6719,447
50619,Brandy,2468,238
50619,Schnapps,5110,417
50619,Distilled Spirits,436,20
50619,Amaretto,51,8
50619,Tequila,802,50
51462,Whisky,10129,652
51462,Gin,116,11
51462,Vodka,4297,461
51462,Rum,4121,293
51462,Brandy,76,7
51462,Tequila,556,29
51462,Misc,904,38
51462,Schnapps,428,31
51462,Distilled Spirits,151,6
51462,Amaretto,16,2
52031,Distilled Spirits,664,29
52037,Whisky,4360,281
52037,Gin,42,2
52037,Vodka,3611,398
52037,Rum,1192,83
52037,Brandy,309,26
52037,Tequila,1031,47
52037,Misc,373,21
52037,Schnapps,158,17
52037,Distilled Spirits,151,6
52037,Amaretto,12,2
51443,Whisky,12785,918
51443,Gin,171,13
51443,Vodka,7181,687
51443,Misc,814,47
51443,Rum,6059,380
51443,Brandy,119,12
51443,Tequila,642,34
51443,Schnapps,391,31
51443,Distilled Spirits,89,3
51443,Amaretto,34,5
52352,Rum,3587,257
52352,Whisky,8720,584
52352,Gin,277,20
52352,Vodka,4045,456
52352,Brandy,1269,104
52352,Tequila,592,20
52352,Misc,993,43
52352,Schnapps,716,45
52352,Distilled Spirits,900,33
52352,Amaretto,36,5
50056,Whisky,21491,1498
50056,Misc,1126,52
50056,Rum,5456,358
50056,Gin,143,9
50056,Vodka,8667,971
50056,Brandy,207,12
50056,Tequila,805,35
50056,Schnapps,813,73
50056,Distilled Spirits,249,9
50056,Amaretto,109,15
52345,Misc,2583,94
52345,Whisky,13717,905
52345,Gin,145,11
52345,Vodka,10145,1149
52345,Rum,7137,455
52345,Brandy,273,22
52345,Amaretto,20,3
52345,Schnapps,449,44
52345,Distilled Spirits,76,2
52345,Tequila,380,17
52728,Misc,1213,51
52728,Rum,6392,419
52728,Whisky,12023,803
52728,Gin,135,7
52728,Vodka,10162,1081
52728,Brandy,93,4
52728,Tequila,979,42
52728,Schnapps,1674,116
52728,Distilled Spirits,748,34
52728,Amaretto,39,6
50475,Rum,3279,209
50475,Whisky,9589,668
50475,Gin,365,35
50475,Vodka,8176,928
50475,Brandy,825,71
50475,Tequila,430,32
50475,Misc,453,22
50475,Distilled Spirits,95,4
50475,Amaretto,36,5
50475,Schnapps,859,107
52625,Misc,1392,58
52625,Rum,3414,235
52625,Whisky,8717,441
52625,Gin,113,9
52625,Vodka,4861,485
52625,Brandy,224,18
52625,Tequila,596,30
52625,Schnapps,861,53
52625,Amaretto,12,2
52625,Distilled Spirits,113,3
50542,Whisky,8812,592
50542,Gin,35,2
50542,Vodka,6951,887
50542,Rum,2402,155
50542,Brandy,143,13
50542,Misc,683,29
50542,Schnapps,704,40
50542,Amaretto,12,2
50542,Tequila,437,12
50675,Whisky,39718,3227
50675,Gin,2112,196
50675,Vodka,22802,2464
50675,Misc,7145,467
50675,Rum,15199,1086
50675,Brandy,2402,211
50675,Tequila,2466,179
50675,Amaretto,150,20
50675,Schnapps,3283,294
50675,Distilled Spirits,165,8
52306,Misc,715,33
52306,Rum,4241,270
52306,Whisky,11529,733
52306,Gin,276,19
52306,Vodka,7214,683
52306,Brandy,352,22
52306,Tequila,870,30
52306,Schnapps,2396,155
52306,Distilled Spirits,497,22
52306,Amaretto,18,3
51027,Misc,503,22
51027,Whisky,8191,502
51027,Gin,324,17
51027,Vodka,1353,142
51027,Rum,3913,254
51027,Brandy,336,38
51027,Amaretto,115,14
51027,Schnapps,1115,78
51027,Tequila,237,8
52747,Whisky,29466,2256
52747,Gin,1437,174
52747,Vodka,16521,1806
52747,Misc,3782,299
52747,Rum,10763,760
52747,Brandy,1357,125
52747,Tequila,1470,118
52747,Schnapps,3740,329
52747,Amaretto,627,67
52747,Distilled Spirits,298,14
51058,Misc,2064,118
51058,Rum,7346,538
51058,Whisky,19371,1561
51058,Gin,517,59
51058,Vodka,7203,699
51058,Brandy,337,24
51058,Tequila,1506,98
51058,Schnapps,2285,151
51058,Amaretto,55,8
51058,Distilled Spirits,178,9
50602,Rum,12220,922
50602,Whisky,33315,2712
50602,Gin,263,25
50602,Vodka,17988,2184
50602,Brandy,2385,209
50602,Tequila,1334,84
50602,Misc,3802,220
50602,Distilled Spirits,428,18
50602,Amaretto,53,8
50602,Schnapps,3424,313
51640,Rum,5007,275
51640,Whisky,8931,592
51640,Gin,70,8
51640,Vodka,3523,365
51640,Misc,1100,46
51640,Brandy,124,7
51640,Tequila,386,17
51640,Schnapps,575,30
51640,Distilled Spirits,726,34
51640,Amaretto,24,4
50598,Rum,2786,211
50598,Whisky,4487,348
50598,Gin,82,9
50598,Vodka,1568,150
50598,Misc,2291,109
50598,Brandy,109,6
50598,Schnapps,1432,111
50598,Tequila,497,20
50598,Amaretto,54,7
50598,Distilled Spirits,38,2
50244,Rum,6146,400
50244,Whisky,19447,1184
50244,Gin,104,6
50244,Vodka,13971,1391
50244,Brandy,171,12
50244,Tequila,551,25
50244,Misc,1833,88
50244,Schnapps,506,42
50244,Distilled Spirits,564,24
50244,Amaretto,117,17
50276,Misc,1325,96
50276,Whisky,12956,885
50276,Gin,40,3
50276,Vodka,7871,801
50276,Rum,5058,342
50276,Brandy,134,7
50276,Tequila,413,18
50276,Schnapps,357,26
50276,Distilled Spirits,333,15
50276,Amaretto,7,1
52626,Whisky,15272,972
52626,Gin,254,18
52626,Vodka,5190,607
52626,Rum,2626,163
52626,Brandy,158,11
52626,Misc,1116,52
52626,Tequila,772,40
52626,Schnapps,1907,116
52626,Distilled Spirits,307,15
52626,Amaretto,41,4
52751,Whisky,15887,1163
52751,Gin,410,43
52751,Vodka,7217,752
52751,Rum,6083,365
52751,Brandy,582,45
52751,Tequila,841,39
52751,Misc,1822,88
52751,Schnapps,4292,453
52751,Amaretto,106,17
52046,Whisky,13997,1018
52046,Gin,107,12
52046,Vodka,7236,773
52046,Misc,807,39
52046,Rum,5328,332
52046,Brandy,85,7
52046,Schnapps,1134,108
52046,Amaretto,37,6
52046,Distilled Spirits,19,0
52046,Tequila,311,11
51247,Rum,31625,2029
51247,Whisky,48714,3416
51247,Gin,566,48
51247,Vodka,20014,2113
51247,Misc,7105,340
51247,Brandy,2266,156
51247,Tequila,8798,303
51247,Amaretto,666,66
51247,Schnapps,8875,582
51247,Distilled Spirits,79,2
51561,Misc,8587,428
51561,Whisky,46552,2828
51561,Vodka,16577,1577
51561,Rum,10438,742
51561,Schnapps,5209,373
51561,Distilled Spirits,1163,47
51561,Gin,925,70
51561,Brandy,1447,102
51561,Tequila,4537,217
51561,Amaretto,298,30
50540,Rum,6689,437
50540,Whisky,4961,378
50540,Gin,68,4
50540,Vodka,2232,281
50540,Brandy,29,1
50540,Misc,462,22
50540,Tequila,224,9
50540,Schnapps,228,15
50540,Amaretto,36,5
50846,Misc,3199,211
50846,Gin,225,19
50846,Rum,4422,315
50846,Brandy,2792,260
50846,Amaretto,342,49
50846,Distilled Spirits,944,81
50161,Rum,4414,273
50161,Whisky,18549,1434
50161,Gin,74,5
50161,Vodka,5169,540
50161,Brandy,1054,88
50161,Misc,747,37
50161,Tequila,400,18
50161,Schnapps,683,68
50161,Distilled Spirits,322,14
50161,Amaretto,30,4
50261,Rum,2930,194
50261,Misc,621,32
50261,Whisky,8268,505
50261,Gin,143,11
50261,Vodka,5150,579
50261,Brandy,145,10
50261,Tequila,348,15
50261,Schnapps,264,18
50261,Distilled Spirits,249,11
50261,Amaretto,30,4
50251,Rum,3732,232
50251,Whisky,5614,349
50251,Gin,66,5
50251,Vodka,2670,241
50251,Brandy,346,31
50251,Tequila,511,17
50251,Misc,420,19
50251,Schnapps,919,64
50251,Distilled Spirits,75,3
50251,Amaretto,50,8
52803,Amaretto,180,14
52803,Distilled Spirits,595,24
51510,Whisky,27276,1623
51510,Gin,1172,92
51510,Vodka,20180,1971
51510,Rum,14397,865
51510,Brandy,4517,265
51510,Misc,4348,174
51510,Tequila,2419,118
51510,Schnapps,1925,130
50590,Misc,3463,190
50590,Whisky,19273,1548
50590,Tequila,1302,71
50590,Vodka,8881,943
50590,Distilled Spirits,673,32
50590,Gin,658,59
50590,Rum,8570,645
50590,Brandy,2086,203
50590,Amaretto,214,11
50590,Schnapps,2134,160
50130,Rum,5065,392
50130,Misc,1089,55
50130,Whisky,10465,923
50130,Gin,151,8
50130,Vodka,10034,1338
50130,Brandy,439,17
50130,Schnapps,505,37
50130,Distilled Spirits,310,14
50130,Amaretto,41,6
50130,Tequila,703,32
50228,Rum,3037,195
50228,Whisky,9755,659
50228,Gin,131,7
50228,Vodka,7447,957
50228,Misc,942,45
50228,Brandy,131,8
50228,Schnapps,466,32
50228,Distilled Spirits,57,1
50228,Tequila,216,9
50680,Rum,2633,175
50680,Whisky,7385,617
50680,Gin,114,15
50680,Vodka,6214,760
50680,Brandy,129,11
50680,Misc,653,32
50680,Schnapps,358,28
50680,Distilled Spirits,388,17
50680,Tequila,184,6
52068,Misc,1039,46
52068,Whisky,14269,903
52068,Gin,245,15
52068,Vodka,8985,810
52068,Rum,4888,306
52068,Brandy,833,30
52068,Schnapps,1067,64
52068,Distilled Spirits,564,25
52068,Amaretto,24,4
52068,Tequila,564,18
50033,Rum,5410,364
50033,Whisky,16611,1141
50033,Gin,500,33
50033,Vodka,9622,868
50033,Brandy,204,12
50033,Misc,2629,107
50033,Schnapps,710,46
50033,Tequila,577,22
52656,Distilled Spirits,11,0
50003,Distilled Spirits,1626,69
52175,Distilled Spirits,335,14
52207,Misc,2588,111
52207,Tequila,385,18
52207,Whisky,14921,1173
52207,Gin,353,46
52207,Vodka,5141,615
52207,Distilled Spirits,196,10
52207,Rum,2259,137
52207,Brandy,622,45
52207,Amaretto,43,4
52207,Schnapps,1762,126
50002,Amaretto,18,3
50035,Whisky,36289,2367
50035,Misc,4296,300
50035,Brandy,3315,155
50035,Gin,606,45
50035,Vodka,21081,1943
50035,Rum,12295,792
50035,Tequila,2395,128
50035,Amaretto,135,18
50035,Schnapps,1964,161
50035,Distilled Spirits,367,17
52144,Distilled Spirits,27,1
50628,Misc,4635,237
50628,Rum,16815,1082
50628,Whisky,23991,1803
50628,Gin,329,30
50628,Vodka,13836,1433
50628,Brandy,4462,409
50628,Tequila,1577,117
50628,Amaretto,142,20
50628,Schnapps,9261,830
50628,Distilled Spirits,440,21
50643,Rum,5738,364
50643,Whisky,15449,890
50643,Gin,377,34
50643,Vodka,7292,788
50643,Brandy,352,22
50643,Misc,909,37
50643,Tequila,519,25
50643,Schnapps,708,56
50643,Distilled Spirits,572,25
50643,Amaretto,58,8
50529,Whisky,4073,273
50529,Gin,54,3
50529,Vodka,5695,708
50529,Rum,1807,146
50529,Brandy,161,15
50529,Misc,393,16
50529,Schnapps,156,15
50529,Amaretto,25,4
50529,Distilled Spirits,38,1
50529,Tequila,358,14
50535,Rum,3153,215
50535,Whisky,8240,497
50535,Gin,146,11
50535,Vodka,3821,486
50535,Brandy,162,12
50535,Tequila,2673,118
50535,Misc,763,34
50535,Schnapps,367,26
50535,Amaretto,50,8
50535,Distilled Spirits,76,2
50140,Amaretto,62,5
50140,Distilled Spirits,113,4
50044,Misc,232,10
50044,Gin,14,2
50069,Distilled Spirits,982,45
50658,Whisky,14253,1118
50658,Gin,166,17
50658,Vodka,5853,693
50658,Misc,2724,180
50658,Rum,7734,620
50658,Brandy,2284,227
50658,Schnapps,3075,321
50658,Distilled Spirits,454,25
50658,Tequila,809,52
50150,Rum,1151,79
50150,Misc,588,21
50150,Whisky,3683,186
50150,Gin,30,2
50150,Vodka,1336,128
50150,Brandy,47,4
50150,Tequila,202,12
50150,Schnapps,209,16
50150,Distilled Spirits,169,8
52751,Distilled Spirits,35,2
50174,Tequila,106,5
50174,Whisky,723,49
50174,Gin,16,2
50174,Vodka,191,18
50174,Misc,97,8
50174,Rum,265,19
50174,Brandy,41,4
50174,Schnapps,133,12
52253,Misc,6161,513
52253,Tequila,2885,212
52253,Whisky,31123,2143
52253,Vodka,18949,1809
52253,Rum,9500,664
52253,Gin,3253,349
52253,Brandy,918,84
52253,Amaretto,156,13
52253,Schnapps,3027,208
52253,Distilled Spirits,538,25
50581,Rum,3884,239
50581,Whisky,9776,573
50581,Gin,88,9
50581,Vodka,3569,378
50581,Misc,1720,80
50581,Brandy,100,11
50581,Tequila,482,20
50581,Schnapps,1812,138
50581,Distilled Spirits,192,9
50581,Amaretto,74,13
52146,Rum,2851,228
52146,Whisky,6876,525
52146,Gin,197,13
52146,Vodka,3712,368
52146,Brandy,208,21
52146,Tequila,415,18
52146,Misc,1546,114
52146,Schnapps,1451,97
52146,Distilled Spirits,19,1
50072,Rum,4242,266
50072,Whisky,6909,411
50072,Gin,183,10
50072,Vodka,5622,683
50072,Brandy,102,5
50072,Misc,1438,71
50072,Tequila,439,23
50072,Schnapps,239,18
50072,Distilled Spirits,192,9
50072,Amaretto,1,0
50109,Rum,3829,284
50109,Whisky,11316,798
50109,Gin,90,5
50109,Vodka,6993,862
50109,Brandy,640,62
50109,Tequila,1409,136
50109,Misc,735,34
50109,Schnapps,441,32
50109,Distilled Spirits,236,11
50109,Amaretto,12,2
51245,Distilled Spirits,34,2
50058,Distilled Spirits,589,28
50240,Rum,1901,111
50240,Whisky,10822,833
50240,Gin,492,38
50240,Vodka,3803,377
50240,Brandy,38,3
50240,Tequila,572,24
50240,Misc,694,24
50240,Schnapps,241,13
50240,Distilled Spirits,222,10
50240,Amaretto,12,2
52079,Misc,820,35
52079,Rum,4008,257
52079,Whisky,10413,646
52079,Gin,75,9
52079,Vodka,6166,568
52079,Brandy,640,22
52079,Schnapps,1791,94
52079,Tequila,573,14
52079,Distilled Spirits,222,10
52079,Amaretto,25,4
52146,Amaretto,18,1
51342,Misc,1250,68
51342,Whisky,14165,1092
51342,Gin,371,30
51342,Vodka,6524,752
51342,Rum,6027,435
51342,Brandy,282,20
51342,Tequila,947,57
51342,Amaretto,326,49
51342,Schnapps,1953,148
51241,Distilled Spirits,452,21
52043,Misc,3659,230
52043,Vodka,7862,779
52043,Whisky,18848,1259
52043,Tequila,976,38
52043,Rum,6303,406
52043,Gin,985,62
52043,Brandy,558,53
52043,Amaretto,292,40
52043,Schnapps,3384,240
52043,Distilled Spirits,227,10
52768,Rum,3529,252
52768,Whisky,5140,352
52768,Gin,58,5
52768,Vodka,5555,664
52768,Brandy,163,10
52768,Tequila,185,10
52768,Misc,616,24
52768,Schnapps,685,69
52768,Distilled Spirits,351,16
52768,Amaretto,30,5
51005,Rum,1508,94
51005,Whisky,3788,280
51005,Gin,85,3
51005,Vodka,2248,237
51005,Brandy,71,6
51005,Misc,421,17
51005,Schnapps,109,7
51005,Distilled Spirits,56,3
51005,Tequila,181,5
50658,Amaretto,30,5
52336,Rum,2747,171
52336,Whisky,7076,568
52336,Gin,116,7
52336,Vodka,4593,525
52336,Brandy,128,9
52336,Misc,446,26
52336,Schnapps,573,48
52336,Distilled Spirits,268,12
52336,Tequila,516,20
50641,Vodka,4733,416
50641,Misc,1081,53
50641,Whisky,12063,798
50641,Tequila,1599,62
50641,Gin,344,26
50641,Rum,3338,210
50641,Brandy,422,36
50641,Schnapps,1377,89
50641,Distilled Spirits,394,19
52554,Whisky,9611,743
52554,Rum,2494,153
52554,Misc,673,43
52554,Gin,104,4
52554,Vodka,2290,217
52554,Brandy,24,1
52554,Tequila,463,29
52554,Amaretto,17,1
52554,Schnapps,2119,122
52554,Distilled Spirits,51,2
50160,Whisky,4855,245
50160,Gin,76,7
50160,Vodka,2994,294
50160,Rum,1267,75
50160,Brandy,39,4
50160,Tequila,405,15
50160,Schnapps,419,20
50160,Misc,734,29
50160,Distilled Spirits,579,23
52777,Misc,377,16
52777,Rum,1493,90
52777,Whisky,4753,347
52777,Gin,15,1
52777,Vodka,2645,272
52777,Brandy,300,26
52777,Amaretto,90,10
52777,Tequila,186,6
52777,Schnapps,722,48
52777,Distilled Spirits,76,4
52254,Whisky,6745,432
52254,Gin,118,10
52254,Vodka,2715,303
52254,Misc,505,31
52254,Rum,1420,93
52254,Brandy,641,44
52254,Tequila,212,12
52254,Schnapps,906,70
52254,Amaretto,36,3
52254,Distilled Spirits,73,3
51466,Whisky,4441,366
51466,Gin,171,17
51466,Vodka,2689,260
51466,Rum,2228,131
51466,Brandy,262,19
51466,Misc,424,35
51466,Tequila,69,5
51466,Schnapps,132,9
50327,Vodka,44984,4061
50327,Whisky,64340,3883
50327,Misc,16491,1163
50327,Rum,32279,2230
50327,Schnapps,3422,227
50327,Brandy,1898,109
50327,Gin,2042,123
50327,Distilled Spirits,199,11
50327,Tequila,10596,921
50327,Amaretto,218,20
51002,Whisky,3856,260
51002,Misc,270,16
51002,Gin,472,28
51002,Vodka,2224,199
51002,Rum,1002,56
51002,Brandy,460,33
51002,Tequila,202,12
51038,Rum,1374,98
51038,Whisky,2603,170
51038,Gin,88,4
51038,Vodka,1258,128
51038,Brandy,610,36
51038,Misc,195,8
51038,Schnapps,119,7
51038,Tequila,174,6
52623,Misc,1035,40
52623,Whisky,2477,137
52623,Tequila,106,6
52623,Brandy,133,9
52623,Gin,20,1
52623,Vodka,1131,90
52623,Rum,649,37
52623,Schnapps,177,11
52623,Distilled Spirits,40,2
52337,Whisky,6926,385
52337,Gin,23,2
52337,Vodka,3424,306
52337,Rum,1904,124
52337,Brandy,232,13
52337,Misc,331,15
52337,Tequila,1742,74
52337,Schnapps,663,40
52337,Amaretto,12,2
50667,Whisky,9806,657
50667,Misc,1024,59
50667,Vodka,6652,499
50667,Gin,337,26
50667,Rum,2888,193
50667,Brandy,762,39
50667,Tequila,747,46
50667,Amaretto,62,4
50667,Schnapps,827,49
50667,Distilled Spirits,60,1
51526,Rum,2810,159
51526,Whisky,4649,224
51526,Gin,159,9
51526,Vodka,2100,159
51526,Brandy,169,10
51526,Tequila,280,14
51526,Misc,279,9
51526,Schnapps,105,9
51526,Distilled Spirits,69,2
50047,Misc,4986,446
50047,Whisky,34215,2173
50047,Rum,13526,891
50047,Vodka,22028,2085
50047,Gin,2201,197
50047,Brandy,675,62
50047,Tequila,4864,369
50047,Schnapps,1806,143
50047,Amaretto,187,29
50452,Misc,380,14
50452,Whisky,3785,301
50452,Gin,156,7
50452,Vodka,1769,192
50452,Rum,1097,83
50452,Brandy,494,44
50452,Schnapps,394,22
50452,Distilled Spirits,18,1
50452,Amaretto,17,3
50452,Tequila,175,8
50123,Rum,533,39
50123,Whisky,4110,275
50123,Gin,28,2
50123,Vodka,1962,223
50123,Brandy,129,9
50123,Tequila,279,16
50123,Misc,228,10
50123,Schnapps,326,26
50123,Distilled Spirits,57,3
52639,Whisky,3630,217
52639,Gin,81,5
52639,Vodka,1745,186
52639,Rum,1767,112
52639,Brandy,170,13
52639,Misc,271,14
52639,Tequila,315,14
52639,Schnapps,211,18
52228,Whisky,5085,309
52228,Gin,77,5
52228,Vodka,3207,301
52228,Rum,1736,118
52228,Brandy,42,2
52228,Misc,231,12
52228,Schnapps,181,15
52228,Tequila,239,10
50207,Whisky,7503,436
50207,Distilled Spirits,223,10
50207,Gin,50,6
50207,Vodka,2073,229
50207,Rum,3155,201
50207,Brandy,117,10
50207,Misc,336,18
50207,Tequila,313,16
50207,Schnapps,583,36
50207,Amaretto,15,2
51238,Whisky,3393,202
51238,Gin,218,13
51238,Vodka,2805,225
51238,Rum,1460,80
51238,Brandy,113,7
51238,Misc,369,15
51238,Schnapps,370,24
51238,Tequila,420,16
50047,Distilled Spirits,38,1
50851,Distilled Spirits,7,1
50456,Whisky,5464,330
50456,Distilled Spirits,202,11
50456,Gin,57,7
50456,Vodka,2066,177
50456,Rum,1759,104
50456,Brandy,23,2
50456,Tequila,475,33
50456,Misc,277,11
50456,Schnapps,581,36
50430,Rum,1276,64
50430,Whisky,6686,500
50430,Gin,82,3
50430,Vodka,1455,117
50430,Brandy,108,10
50430,Misc,479,31
50430,Tequila,430,53
50430,Amaretto,324,8
50430,Schnapps,197,12
52801,Whisky,2481,100
52801,Gin,175,7
52801,Vodka,1536,58
52801,Rum,740,39
52801,Misc,173,9
52801,Schnapps,48,3
52801,Amaretto,8,1
52801,Tequila,102,6
52347,Misc,653,44
52347,Tequila,833,55
52347,Rum,1358,96
52347,Whisky,5584,341
52347,Distilled Spirits,182,6
52347,Gin,98,8
52347,Vodka,2425,239
52347,Brandy,298,20
52347,Schnapps,679,58
52347,Amaretto,2,1
51347,Distilled Spirits,124,5
50563,Distilled Spirits,13,1
52036,Whisky,5720,391
52036,Gin,73,5
52036,Vodka,1989,226
52036,Rum,943,52
52036,Brandy,464,32
52036,Tequila,295,11
52036,Misc,390,14
52036,Schnapps,605,36
52223,Whisky,1255,90
52223,Gin,14,2
52223,Vodka,598,47
52223,Rum,766,39
52223,Brandy,12,0
52223,Schnapps,89,4
52223,Misc,106,5
52223,Tequila,74,2
51553,Rum,1428,83
51553,Whisky,2783,144
51553,Gin,66,4
51553,Vodka,1268,139
51553,Brandy,115,4
51553,Tequila,199,7
51553,Misc,187,6
51553,Schnapps,87,10
52351,Misc,146,8
52351,Whisky,6267,375
52351,Gin,82,8
52351,Vodka,1896,153
52351,Rum,1522,91
52351,Schnapps,47,3
52351,Tequila,169,10
52328,Whisky,1611,82
52328,Misc,286,19
52328,Gin,69,6
52328,Vodka,1073,57
52328,Rum,1111,54
52328,Tequila,102,6
52328,Schnapps,112,9
51453,Rum,680,37
51453,Whisky,1496,100
51453,Gin,31,3
51453,Vodka,602,52
51453,Brandy,94,2
51453,Misc,294,11
51453,Schnapps,203,17
51453,Tequila,127,4
51570,Misc,159,15
51570,Whisky,482,27
51570,Tequila,41,4
51570,Gin,14,3
51570,Vodka,360,20
51570,Rum,221,15
51570,Brandy,5,1
51570,Schnapps,54,8
51570,Distilled Spirits,10,1
51570,Amaretto,4,1
52328,Amaretto,2,0
50634,Rum,456,29
50634,Whisky,925,56
50634,Gin,63,6
50634,Vodka,535,48
50634,Brandy,37,1
50634,Misc,43,2
50634,Schnapps,20,2
50634,Tequila,71,3
52639,Amaretto,6,1
50237,Whisky,1891,96
50237,Gin,55,5
50237,Vodka,1423,87
50237,Rum,570,29
50237,Brandy,21,1
50237,Tequila,217,9
50237,Misc,65,4
50237,Schnapps,31,4
52590,Whisky,1538,85
52590,Gin,18,1
52590,Vodka,491,49
52590,Rum,431,23
52590,Brandy,13,0
52590,Misc,92,9
52590,Schnapps,153,12
52590,Tequila,28,1
51653,Whisky,2202,78
51653,Gin,94,2
51653,Vodka,861,60
51653,Rum,875,42
51653,Brandy,9,0
51653,Tequila,294,16
51653,Misc,140,4
51653,Schnapps,77,6
51653,Distilled Spirits,36,2
50169,Rum,876,44
50169,Whisky,2836,111
50169,Gin,71,5
50169,Vodka,880,56
50169,Misc,144,4
50169,Brandy,45,0
50169,Schnapps,21,3
50169,Tequila,185,3
52571,Distilled Spirits,20,3
50510,Whisky,630,31
50510,Misc,146,4
50510,Gin,58,2
50510,Vodka,391,29
50510,Rum,289,11
50510,Tequila,112,7
50510,Schnapps,84,4
52206,Misc,252,11
52206,Whisky,1762,99
52206,Gin,39,3
52206,Vodka,537,42
52206,Rum,585,41
52206,Brandy,6,0
52206,Tequila,86,4
52206,Schnapps,93,6
52202,Misc,109,3
52202,Whisky,231,14
52202,Vodka,169,12
52202,Rum,80,7
52202,Brandy,13,2
52202,Tequila,9,0
52202,Schnapps,56,2
51573,Whisky,491,24
51573,Gin,8,1
51573,Vodka,228,20
51573,Rum,264,19
51573,Brandy,12,1
51573,Misc,38,0
51573,Schnapps,45,2
51573,Tequila,74,3
51061,Tequila,17,1
51061,Misc,31,2
51061,Whisky,191,15
51061,Gin,1,0
51061,Vodka,69,5
51061,Rum,31,4
51061,Brandy,3,1
51061,Schnapps,32,4
52801,Brandy,383,11
52346,Whisky,175,6
52346,Gin,2,0
52346,Vodka,187,6
52346,Rum,28,3
52346,Brandy,52,3
52346,Tequila,18,3
52346,Misc,28,1
52346,Schnapps,40,3
52328,Brandy,5,1
50061,Whisky,5356,411
50061,Vodka,6221,327
50061,Rum,2131,102
50061,Distilled Spirits,577,14
50061,Misc,325,22
51463,Whisky,216,4
