city,category,sale.dollars,sale.volume
Crescent,Distilled Spirits,69,2
Carlisle,Misc,4986,446
Carlisle,Whisky,34215,2173
Carlisle,Rum,13526,891
Carlisle,Vodka,22028,2085
Carlisle,Gin,2201,197
Carlisle,Brandy,675,62
Carlisle,Tequila,4864,369
Carlisle,Schnapps,1806,143
Carlisle,Amaretto,187,29
Latimer,Misc,380,14
Latimer,Whisky,3785,301
Latimer,Gin,156,7
Latimer,Vodka,1769,192
Latimer,Rum,1097,83
Latimer,Brandy,494,44
Latimer,Schnapps,394,22
Latimer,Distilled Spirits,18,1
Latimer,Amaretto,17,3
Latimer,Tequila,175,8
Humeston,Rum,533,39
Humeston,Whisky,4110,275
Humeston,Gin,28,2
Humeston,Vodka,1962,223
Humeston,Brandy,129,9
Humeston,Tequila,279,16
Humeston,Misc,228,10
Humeston,Schnapps,326,26
Humeston,Distilled Spirits,57,3
Montrose,Whisky,3630,217
Montrose,Gin,81,5
Montrose,Vodka,1745,186
Montrose,Rum,1767,112
Montrose,Brandy,170,13
Montrose,Misc,271,14
Montrose,Tequila,315,14
Montrose,Schnapps,211,18
Fairfax,Whisky,5085,309
Fairfax,Gin,77,5
Fairfax,Vodka,3207,301
Fairfax,Rum,1736,118
Fairfax,Brandy,42,2
Fairfax,Misc,231,12
Fairfax,Schnapps,181,15
Fairfax,Tequila,239,10
New Sharon,Whisky,7503,436
New Sharon,Distilled Spirits,223,10
New Sharon,Gin,50,6
New Sharon,Vodka,2073,229
New Sharon,Rum,3155,201
New Sharon,Brandy,117,10
New Sharon,Misc,336,18
New Sharon,Tequila,313,16
New Sharon,Schnapps,583,36
New Sharon,Amaretto,15,2
Hospers,Whisky,3393,202
Hospers,Gin,218,13
Hospers,Vodka,2805,225
Hospers,Rum,1460,80
Hospers,Brandy,113,7
Hospers,Misc,369,15
Hospers,Schnapps,370,24
Hospers,Tequila,420,16
Carlisle,Distilled Spirits,38,1
Lenox,Distilled Spirits,7,1
Manly,Whisky,5464,330
Manly,Distilled Spirits,202,11
Manly,Gin,57,7
Manly,Vodka,2066,177
Manly,Rum,1759,104
Manly,Brandy,23,2
Manly,Tequila,475,33
Manly,Misc,277,11
Manly,Schnapps,581,36
Corwith,Rum,1276,64
Corwith,Whisky,6686,500
Corwith,Gin,82,3
Corwith,Vodka,1455,117
Corwith,Brandy,108,10
Corwith,Misc,479,31
Corwith,Tequila,430,53
Corwith,Amaretto,324,8
Corwith,Schnapps,197,12
Victor,Misc,653,44
Victor,Tequila,833,55
Victor,Rum,1358,96
Victor,Whisky,5584,341
Victor,Distilled Spirits,182,6
Victor,Gin,98,8
Victor,Vodka,2425,239
Victor,Brandy,298,20
Victor,Schnapps,679,58
Victor,Amaretto,2,1
Lake Park,Distilled Spirits,124,5
Manson,Distilled Spirits,13,1
Delaware,Whisky,5720,391
Delaware,Gin,73,5
Delaware,Vodka,1989,226
Delaware,Rum,943,52
Delaware,Brandy,464,32
Delaware,Tequila,295,11
Delaware,Misc,390,14
Delaware,Schnapps,605,36
Delhi,Whisky,1255,90
Delhi,Gin,14,2
Delhi,Vodka,598,47
Delhi,Rum,766,39
Delhi,Brandy,12,0
Delhi,Schnapps,89,4
Delhi,Misc,106,5
Delhi,Tequila,74,2
Minden,Rum,1428,83
Minden,Whisky,2783,144
Minden,Gin,66,4
Minden,Vodka,1268,139
Minden,Brandy,115,4
Minden,Tequila,199,7
Minden,Misc,187,6
Minden,Schnapps,87,10
Walford,Misc,146,8
Walford,Whisky,6267,375
Walford,Gin,82,8
Walford,Vodka,1896,153
Walford,Rum,1522,91
Walford,Schnapps,47,3
Walford,Tequila,169,10
Robins,Whisky,1611,82
Robins,Misc,286,19
Robins,Gin,69,6
Robins,Vodka,1073,57
Robins,Rum,1111,54
Robins,Tequila,102,6
Robins,Schnapps,112,9
Lohrville,Rum,680,37
Lohrville,Whisky,1496,100
Lohrville,Gin,31,3
Lohrville,Vodka,602,52
Lohrville,Brandy,94,2
Lohrville,Misc,294,11
Lohrville,Schnapps,203,17
Lohrville,Tequila,127,4
Shelby,Misc,159,15
Shelby,Whisky,482,27
Shelby,Tequila,41,4
Shelby,Gin,14,3
Shelby,Vodka,360,20
Shelby,Rum,221,15
Shelby,Brandy,5,1
Shelby,Schnapps,54,8
Shelby,Distilled Spirits,10,1
Shelby,Amaretto,4,1
Robins,Amaretto,2,0
Gilbertville,Rum,456,29
Gilbertville,Whisky,925,56
Gilbertville,Gin,63,6
Gilbertville,Vodka,535,48
Gilbertville,Brandy,37,1
Gilbertville,Misc,43,2
Gilbertville,Schnapps,20,2
Gilbertville,Tequila,71,3
Montrose,Amaretto,6,1
Runnells,Whisky,1891,96
Runnells,Gin,55,5
Runnells,Vodka,1423,87
Runnells,Rum,570,29
Runnells,Brandy,21,1
Runnells,Tequila,217,9
Runnells,Misc,65,4
Runnells,Schnapps,31,4
Seymour,Whisky,1538,85
Seymour,Gin,18,1
Seymour,Vodka,491,49
Seymour,Rum,431,23
Seymour,Brandy,13,0
Seymour,Misc,92,9
Seymour,Schnapps,153,12
Seymour,Tequila,28,1
Tabor,Whisky,2202,78
Tabor,Gin,94,2
Tabor,Vodka,861,60
Tabor,Rum,875,42
Tabor,Brandy,9,0
Tabor,Tequila,294,16
Tabor,Misc,140,4
Tabor,Schnapps,77,6
Tabor,Distilled Spirits,36,2
Mitchellville,Rum,876,44
Mitchellville,Whisky,2836,111
Mitchellville,Gin,71,5
Mitchellville,Vodka,880,56
Mitchellville,Misc,144,4
Mitchellville,Brandy,45,0
Mitchellville,Schnapps,21,3
Mitchellville,Tequila,185,3
Moravia,Distilled Spirits,20,3
Albert City,Whisky,630,31
Albert City,Misc,146,4
Albert City,Gin,58,2
Albert City,Vodka,391,29
Albert City,Rum,289,11
Albert City,Tequila,112,7
Albert City,Schnapps,84,4
Atkins,Misc,252,11
Atkins,Whisky,1762,99
Atkins,Gin,39,3
Atkins,Vodka,537,42
Atkins,Rum,585,41
Atkins,Brandy,6,0
Atkins,Tequila,86,4
Atkins,Schnapps,93,6
Alburnett,Misc,109,3
Alburnett,Whisky,231,14
Alburnett,Vodka,169,12
Alburnett,Rum,80,7
Alburnett,Brandy,13,2
Alburnett,Tequila,9,0
Alburnett,Schnapps,56,2
Stanton,Whisky,491,24
Stanton,Gin,8,1
Stanton,Vodka,228,20
Stanton,Rum,264,19
Stanton,Brandy,12,1
Stanton,Misc,38,0
Stanton,Schnapps,45,2
Stanton,Tequila,74,3
Washta,Tequila,17,1
Washta,Misc,31,2
Washta,Whisky,191,15
Washta,Gin,1,0
Washta,Vodka,69,5
Washta,Rum,31,4
Washta,Brandy,3,1
Washta,Schnapps,32,4
Van Horne,Whisky,175,6
Van Horne,Gin,2,0
Van Horne,Vodka,187,6
Van Horne,Rum,28,3
Van Horne,Brandy,52,3
Van Horne,Tequila,18,3
Van Horne,Misc,28,1
Van Horne,Schnapps,40,3
Robins,Brandy,5,1
Cumming,Whisky,5356,411
Cumming,Vodka,6221,327
Cumming,Rum,2131,102
Cumming,Distilled Spirits,577,14
Cumming,Misc,325,22
Templeton,Whisky,216,4
