city,category,sale.dollars,sale.volume
Toledo,Whisky,177503,11666
Toledo,Amaretto,1167,142
Toledo,Tequila,28604,1855
Toledo,Rum,60819,4386
Toledo,Schnapps,29229,2830
Toledo,Distilled Spirits,1484,89
Toledo,Gin,6866,620
Nevada,Misc,24861,1528
Nevada,Whisky,174930,12641
Nevada,Brandy,11373,702
Nevada,Rum,65772,5210
Nevada,Tequila,16773,1126
Nevada,Gin,7492,694
Nevada,Vodka,90678,9400
Nevada,Amaretto,2599,343
Nevada,Schnapps,11606,874
Nevada,Distilled Spirits,1758,103
Brooklyn,Vodka,18918,1811
Brooklyn,Misc,4737,301
Brooklyn,Whisky,46750,2993
Brooklyn,Gin,1865,227
Brooklyn,Rum,21070,1538
Brooklyn,Brandy,2078,189
Brooklyn,Tequila,4753,288
Brooklyn,Amaretto,653,59
Brooklyn,Schnapps,11222,895
Brooklyn,Distilled Spirits,20,1
State Center,Misc,2879,206
State Center,Whisky,22157,1657
State Center,Gin,674,58
State Center,Vodka,12834,1435
State Center,Rum,7577,654
State Center,Brandy,1085,93
State Center,Tequila,2020,131
State Center,Schnapps,1676,148
State Center,Amaretto,338,51
State Center,Distilled Spirits,315,15
Edgewood,Misc,2265,144
Edgewood,Whisky,21925,1759
Edgewood,Gin,729,82
Edgewood,Vodka,5921,690
Edgewood,Rum,6838,478
Edgewood,Brandy,272,27
Edgewood,Tequila,667,52
Edgewood,Schnapps,4501,334
Edgewood,Amaretto,75,12
Sioux Rapids,Misc,5073,264
Sioux Rapids,Whisky,41094,3212
Sioux Rapids,Gin,1136,110
Sioux Rapids,Vodka,15166,1756
Sioux Rapids,Rum,10813,762
Sioux Rapids,Brandy,2266,230
Sioux Rapids,Tequila,2194,126
Sioux Rapids,Amaretto,230,37
Sioux Rapids,Schnapps,5812,537
Sioux Rapids,Distilled Spirits,516,23
Monroe,Rum,14140,900
Monroe,Misc,2828,171
Monroe,Whisky,21985,1440
Monroe,Gin,1056,133
Monroe,Vodka,13146,1515
Monroe,Brandy,1671,160
Monroe,Tequila,1447,84
Monroe,Schnapps,3023,295
Monroe,Distilled Spirits,1365,64
Monroe,Amaretto,447,75
Greenfield,Misc,8977,619
Greenfield,Whisky,62702,4536
Greenfield,Tequila,8776,652
Greenfield,Distilled Spirits,674,28
Greenfield,Gin,1306,105
Greenfield,Vodka,23455,2522
Greenfield,Rum,20198,1621
Greenfield,Brandy,4518,400
Greenfield,Amaretto,223,26
Greenfield,Schnapps,4311,365
Hubbard,Misc,1662,126
Hubbard,Whisky,16734,1490
Hubbard,Gin,746,106
Hubbard,Vodka,11185,1396
Hubbard,Rum,7864,661
Hubbard,Brandy,291,28
Hubbard,Tequila,926,82
Hubbard,Schnapps,1651,135
Hubbard,Amaretto,132,19
Hubbard,Distilled Spirits,81,3
North English,Whisky,18960,1823
North English,Gin,308,37
North English,Vodka,12824,1661
North English,Misc,2481,161
North English,Rum,7036,708
North English,Brandy,2045,197
North English,Tequila,717,58
North English,Amaretto,96,14
North English,Schnapps,2450,252
North English,Distilled Spirits,54,2
Arnolds Park,Misc,38752,2432
Arnolds Park,Rum,69546,4588
Arnolds Park,Tequila,20828,1269
Arnolds Park,Whisky,126267,7461
Arnolds Park,Gin,9984,704
Arnolds Park,Vodka,101390,8155
Arnolds Park,Brandy,6219,412
Arnolds Park,Amaretto,933,113
Arnolds Park,Schnapps,26509,1882
Arnolds Park,Distilled Spirits,2623,136
Woodbine,Whisky,30236,2317
Woodbine,Misc,3188,224
Woodbine,Gin,246,27
Woodbine,Vodka,8872,790
Woodbine,Rum,10062,863
Woodbine,Brandy,659,64
Woodbine,Tequila,1452,104
Woodbine,Schnapps,2339,217
Woodbine,Amaretto,122,11
Woodbine,Distilled Spirits,22,1
Lansing,Misc,7584,528
Lansing,Rum,16244,1310
Lansing,Whisky,37996,3106
Lansing,Gin,1744,142
Lansing,Vodka,24780,2606
Lansing,Brandy,5765,521
Lansing,Tequila,2846,192
Lansing,Amaretto,317,32
Lansing,Schnapps,7365,654
Lansing,Distilled Spirits,288,14
Larchwood,Rum,44540,2845
Larchwood,Whisky,84945,5378
Larchwood,Gin,3833,244
Larchwood,Vodka,43351,3511
Larchwood,Brandy,6985,491
Larchwood,Tequila,8285,312
Larchwood,Misc,11291,549
Larchwood,Schnapps,11214,664
Larchwood,Amaretto,1109,116
Ossian,Rum,8590,570
Ossian,Whisky,11928,786
Ossian,Gin,159,16
Ossian,Vodka,3727,407
Ossian,Misc,3269,166
Ossian,Brandy,1914,202
Ossian,Tequila,1082,66
Ossian,Schnapps,3845,381
Ossian,Amaretto,112,18
Anthon,Misc,9666,553
Anthon,Whisky,52648,3375
Anthon,Tequila,4262,239
Anthon,Gin,1627,98
Anthon,Vodka,14681,1312
Anthon,Rum,10192,664
Anthon,Brandy,2167,158
Anthon,Amaretto,556,70
Anthon,Schnapps,7235,518
Anthon,Distilled Spirits,385,18
Glenwood,Misc,22566,1466
Glenwood,Whisky,129846,9185
Glenwood,Gin,8895,779
Glenwood,Vodka,74605,7532
Glenwood,Rum,52044,3623
Glenwood,Brandy,4026,320
Glenwood,Tequila,11693,863
Glenwood,Schnapps,10530,976
Glenwood,Distilled Spirits,596,28
Glenwood,Amaretto,565,72
Tipton,Misc,25401,1800
Tipton,Whisky,134198,10299
Tipton,Vodka,56194,5756
Tipton,Rum,38827,2723
Tipton,Brandy,6249,548
Tipton,Gin,9735,995
Tipton,Tequila,8706,621
Tipton,Amaretto,928,105
Tipton,Schnapps,17810,1350
Tipton,Distilled Spirits,1351,102
Conrad,Misc,2725,161
Conrad,Whisky,25225,1857
Conrad,Gin,402,23
Conrad,Vodka,14401,1555
Conrad,Rum,6071,439
Conrad,Brandy,498,41
Conrad,Tequila,822,63
Conrad,Schnapps,574,45
Conrad,Amaretto,78,11
Conrad,Distilled Spirits,544,22
Gladbrook,Whisky,12432,983
Gladbrook,Gin,446,43
Gladbrook,Vodka,11009,1395
Gladbrook,Misc,1659,130
Gladbrook,Rum,4922,395
Gladbrook,Brandy,1033,96
Gladbrook,Tequila,431,34
Gladbrook,Schnapps,1784,157
Gladbrook,Amaretto,69,10
Gladbrook,Distilled Spirits,75,4
Belle Plaine,Misc,20348,1060
Belle Plaine,Vodka,49573,5080
Belle Plaine,Whisky,104337,6994
Belle Plaine,Rum,33984,2298
Belle Plaine,Tequila,11244,746
Belle Plaine,Distilled Spirits,1485,75
Belle Plaine,Gin,2136,180
Belle Plaine,Brandy,12837,1149
Belle Plaine,Amaretto,1312,89
Belle Plaine,Schnapps,23953,1942
Colesburg,Whisky,4971,417
Colesburg,Gin,49,4
Colesburg,Vodka,843,112
Colesburg,Misc,421,31
Colesburg,Rum,3263,247
Colesburg,Brandy,233,25
Colesburg,Tequila,88,6
Colesburg,Schnapps,1877,141
Colesburg,Amaretto,32,5
Lake Park,Whisky,13013,1080
Lake Park,Gin,367,47
Lake Park,Vodka,6635,808
Lake Park,Rum,5660,377
Lake Park,Brandy,449,42
Lake Park,Misc,2806,142
Lake Park,Tequila,792,63
Lake Park,Schnapps,767,60
Lake Park,Amaretto,23,4
Mc Gregor,Rum,3591,239
Mc Gregor,Whisky,5020,276
Mc Gregor,Gin,278,17
Mc Gregor,Vodka,2342,231
Mc Gregor,Misc,2655,157
Mc Gregor,Brandy,572,57
Mc Gregor,Tequila,966,45
Mc Gregor,Amaretto,62,7
Mc Gregor,Schnapps,1389,106
Mc Gregor,Distilled Spirits,9,0
Postville,Whisky,12216,1003
Postville,Gin,706,70
Postville,Vodka,7535,864
Postville,Misc,2302,174
Postville,Rum,4660,336
Postville,Brandy,2444,166
Postville,Tequila,1670,124
Postville,Amaretto,118,9
Postville,Schnapps,2611,268
Sergeant Bluff,Whisky,78735,5405
Sergeant Bluff,Gin,2319,203
Sergeant Bluff,Vodka,43068,4324
Sergeant Bluff,Misc,11906,742
Sergeant Bluff,Rum,26532,1927
Sergeant Bluff,Brandy,5498,359
Sergeant Bluff,Schnapps,5412,374
Sergeant Bluff,Tequila,13562,829
Wellman,Misc,7463,469
Wellman,Vodka,19402,1753
Wellman,Whisky,35543,2606
Wellman,Rum,13893,946
Wellman,Tequila,2338,144
Wellman,Distilled Spirits,557,28
Wellman,Gin,1943,169
Wellman,Brandy,568,54
Wellman,Amaretto,213,21
Wellman,Schnapps,3054,284
Kellogg,Whisky,15835,966
Kellogg,Misc,1489,69
Kellogg,Rum,3746,242
Kellogg,Brandy,1458,102
Kellogg,Tequila,714,29
Kellogg,Gin,139,11
Kellogg,Vodka,7825,771
Kellogg,Amaretto,28,3
Kellogg,Schnapps,1336,133
Kellogg,Distilled Spirits,1953,84
Forest City,Misc,35938,2093
Forest City,Tequila,24324,1431
Forest City,Vodka,106437,10496
Forest City,Whisky,192449,14772
Forest City,Brandy,10405,825
Forest City,Rum,110153,8233
Forest City,Distilled Spirits,2799,120
Forest City,Gin,6724,510
Forest City,Amaretto,2841,262
Forest City,Schnapps,24289,1793
Story City,Misc,5862,332
Story City,Whisky,69825,5359
Story City,Gin,2742,242
Story City,Vodka,41281,4725
Story City,Rum,23407,1783
Story City,Brandy,3020,231
Story City,Tequila,7167,421
Story City,Amaretto,328,40
Story City,Schnapps,3520,292
Story City,Distilled Spirits,71,3
Winthrop,Misc,4251,257
Winthrop,Rum,12274,937
Winthrop,Whisky,29168,1844
Winthrop,Gin,926,63
Winthrop,Vodka,12920,1240
Winthrop,Brandy,1273,120
Winthrop,Tequila,3599,304
Winthrop,Amaretto,307,20
Winthrop,Schnapps,6125,453
Schleswig,Rum,20963,1294
Schleswig,Whisky,50356,3475
Schleswig,Gin,1035,103
Schleswig,Vodka,10885,842
Schleswig,Misc,7988,498
Schleswig,Brandy,359,39
Schleswig,Tequila,3656,183
Schleswig,Amaretto,378,46
Schleswig,Schnapps,7161,554
Schleswig,Distilled Spirits,3,0
Floyd,Misc,13631,630
Floyd,Rum,18520,1138
Floyd,Vodka,20507,1799
Floyd,Whisky,60854,3904
Floyd,Gin,1453,91
Floyd,Brandy,2197,144
Floyd,Tequila,4220,192
Floyd,Amaretto,492,57
Floyd,Schnapps,12557,935
Floyd,Distilled Spirits,1937,87
Cambridge,Rum,4193,340
Cambridge,Whisky,10213,731
Cambridge,Gin,625,66
Cambridge,Vodka,5308,543
Cambridge,Misc,960,78
Cambridge,Brandy,464,30
Cambridge,Tequila,935,75
Cambridge,Schnapps,2220,100
Cambridge,Distilled Spirits,305,21
Cambridge,Amaretto,10,2
Parkersburg,Misc,5253,316
Parkersburg,Whisky,44342,3757
Parkersburg,Gin,1782,161
Parkersburg,Vodka,25619,2834
Parkersburg,Rum,20485,1427
Parkersburg,Brandy,2197,186
Parkersburg,Tequila,2800,194
Parkersburg,Schnapps,5843,454
Parkersburg,Distilled Spirits,367,42
Parkersburg,Amaretto,175,27
Lake View,Whisky,79046,6098
Lake View,Misc,11550,684
Lake View,Rum,38873,2592
Lake View,Tequila,4790,272
Lake View,Distilled Spirits,389,22
Lake View,Gin,3022,222
Lake View,Vodka,33671,3369
Lake View,Brandy,2287,178
Lake View,Amaretto,778,100
Lake View,Schnapps,9756,717
Wapello,Rum,16528,1238
Wapello,Misc,5617,352
Wapello,Whisky,40149,3054
Wapello,Gin,1331,143
Wapello,Vodka,20968,2326
Wapello,Brandy,1940,166
Wapello,Tequila,3466,234
Wapello,Schnapps,5081,433
Wapello,Distilled Spirits,658,33
Wapello,Amaretto,184,22
Solon,Rum,28114,1746
Solon,Misc,9032,484
Solon,Whisky,68903,4286
Solon,Gin,2737,186
Solon,Vodka,42022,3904
Solon,Distilled Spirits,2178,276
Solon,Brandy,2452,190
Solon,Tequila,12096,908
Solon,Schnapps,5568,397
Solon,Amaretto,158,24
Keosauqua,Whisky,68322,4191
Keosauqua,Gin,2684,134
Keosauqua,Vodka,30294,2819
Keosauqua,Misc,8634,495
Keosauqua,Rum,25084,1859
Keosauqua,Brandy,1722,151
Keosauqua,Tequila,4858,293
Keosauqua,Amaretto,349,46
Keosauqua,Schnapps,13483,994
Keosauqua,Distilled Spirits,319,19
Camanche,Misc,7304,350
Camanche,Amaretto,197,24
Camanche,Vodka,24599,2232
Camanche,Tequila,9135,484
Camanche,Whisky,22701,1442
Camanche,Brandy,1645,105
Camanche,Rum,14339,1058
Camanche,Gin,1404,121
Camanche,Schnapps,4982,336
Camanche,Distilled Spirits,877,41
Pleasantville,Misc,3246,149
Pleasantville,Vodka,17149,1616
Pleasantville,Whisky,30018,1997
Pleasantville,Gin,438,24
Pleasantville,Rum,6974,481
Pleasantville,Brandy,247,20
Pleasantville,Tequila,3298,235
Pleasantville,Amaretto,94,11
Pleasantville,Schnapps,1152,103
Pleasantville,Distilled Spirits,371,20
Grimes,Misc,88018,4858
Grimes,Vodka,309451,26515
Grimes,Whisky,368027,21567
Grimes,Rum,178582,12603
Grimes,Amaretto,4448,344
Grimes,Distilled Spirits,8258,299
Grimes,Gin,22126,1616
Grimes,Brandy,16466,1013
Grimes,Tequila,62298,5051
Grimes,Schnapps,21289,1537
Lawler,Misc,6880,303
Lawler,Tequila,2613,93
Lawler,Whisky,24645,1711
Lawler,Gin,666,51
Lawler,Vodka,10360,847
Lawler,Rum,15259,906
Lawler,Brandy,1233,98
Lawler,Amaretto,325,32
Lawler,Schnapps,7115,516
Missouri Valley,Vodka,40990,4255
Missouri Valley,Whisky,73255,4791
Missouri Valley,Misc,18874,1191
Missouri Valley,Tequila,12436,728
Missouri Valley,Brandy,2875,237
Missouri Valley,Rum,40318,3139
Missouri Valley,Schnapps,12840,1065
Missouri Valley,Gin,3198,351
Missouri Valley,Distilled Spirits,2051,96
Missouri Valley,Amaretto,349,38
Evansdale,Whisky,168076,11735
Evansdale,Brandy,46899,2323
Evansdale,Misc,35901,2114
Evansdale,Gin,14284,1126
Evansdale,Vodka,120514,12023
Evansdale,Rum,80461,5561
Evansdale,Tequila,34407,1960
Evansdale,Amaretto,1243,158
Evansdale,Schnapps,29193,2230
Evansdale,Distilled Spirits,2781,135
Hiawatha,Misc,12329,703
Hiawatha,Whisky,88141,6256
Hiawatha,Gin,5414,509
Hiawatha,Vodka,70735,6869
Hiawatha,Rum,37979,2726
Hiawatha,Brandy,24098,1112
Hiawatha,Tequila,10600,609
Hiawatha,Schnapps,5998,372
Hiawatha,Distilled Spirits,632,30
Hiawatha,Amaretto,124,20
Jesup,Whisky,30498,2447
Jesup,Gin,1078,88
Jesup,Vodka,15507,1573
Jesup,Misc,6840,425
Jesup,Rum,13906,971
Jesup,Brandy,1720,170
Jesup,Tequila,2927,217
Jesup,Amaretto,263,29
Jesup,Schnapps,8005,642
Jesup,Distilled Spirits,110,5
West Branch,Misc,3543,273
West Branch,Whisky,27041,1895
West Branch,Gin,2047,210
West Branch,Vodka,20179,1976
West Branch,Rum,10861,952
West Branch,Brandy,1190,84
West Branch,Tequila,2605,168
West Branch,Amaretto,153,16
West Branch,Schnapps,1816,137
West Branch,Distilled Spirits,95,4
Cascade,Misc,8502,586
Cascade,Whisky,56996,3980
Cascade,Tequila,4397,212
Cascade,Rum,20533,1325
Cascade,Gin,1201,112
Cascade,Vodka,29051,2934
Cascade,Brandy,2016,184
Cascade,Amaretto,490,58
Cascade,Schnapps,8374,672
Cascade,Distilled Spirits,90,4
Alden,Misc,4662,280
Alden,Whisky,44967,3003
Alden,Gin,2049,226
Alden,Vodka,16466,1695
Alden,Rum,19915,1413
Alden,Brandy,564,54
Alden,Tequila,2113,99
Alden,Amaretto,333,47
Alden,Schnapps,2592,206
Alden,Distilled Spirits,295,14
Paullina,Misc,4113,238
Paullina,Rum,15575,1085
Paullina,Tequila,2022,144
Paullina,Whisky,37059,3004
Paullina,Gin,594,56
Paullina,Vodka,14815,1908
Paullina,Brandy,2298,238
Paullina,Amaretto,382,51
Paullina,Schnapps,6846,717
Paullina,Distilled Spirits,56,2
Le Grand,Whisky,27284,1929
Le Grand,Misc,4640,286
Le Grand,Tequila,2052,95
Le Grand,Distilled Spirits,606,29
Le Grand,Gin,612,47
Le Grand,Vodka,13200,1414
Le Grand,Rum,7548,551
Le Grand,Brandy,1516,94
Le Grand,Amaretto,243,30
Le Grand,Schnapps,3603,407
Sibley,Rum,29588,1916
Sibley,Whisky,110545,8338
Sibley,Gin,6435,661
Sibley,Vodka,34161,3852
Sibley,Misc,17315,1022
Sibley,Brandy,5382,460
Sibley,Tequila,9387,473
Sibley,Amaretto,828,116
Sibley,Schnapps,19220,1369
Sibley,Distilled Spirits,462,33
Holy Cross,Whisky,38211,2463
Holy Cross,Gin,834,60
Holy Cross,Vodka,11804,1174
Holy Cross,Misc,4772,231
Holy Cross,Rum,19449,1137
Holy Cross,Brandy,1243,114
Holy Cross,Tequila,1175,61
Holy Cross,Schnapps,5677,428
Holy Cross,Amaretto,292,44
Sergeant Bluff,Distilled Spirits,718,35
Sergeant Bluff,Amaretto,322,39
Vinton,Misc,23248,1774
Vinton,Vodka,58335,6095
Vinton,Whisky,133697,11353
Vinton,Tequila,13927,1091
Vinton,Brandy,8221,757
Vinton,Distilled Spirits,2461,97
Vinton,Gin,7073,678
Vinton,Rum,44278,3374
Vinton,Amaretto,1175,107
Vinton,Schnapps,11337,787
Moravia,Whisky,26981,1466
Moravia,Misc,3472,164
Moravia,Rum,7994,496
Moravia,Gin,935,62
Moravia,Vodka,10697,942
Moravia,Brandy,85,7
Moravia,Tequila,2499,161
Moravia,Amaretto,233,22
Moravia,Schnapps,2432,196
Orange City,Misc,31193,2037
Orange City,Vodka,72717,6347
Orange City,Whisky,166930,11806
Orange City,Rum,83957,5912
Orange City,Brandy,5941,510
Orange City,Tequila,14634,987
Orange City,Gin,5572,336
Orange City,Distilled Spirits,449,21
Orange City,Amaretto,1908,192
Orange City,Schnapps,15750,1102
Anita,Misc,5631,391
Anita,Whisky,32308,2371
Anita,Rum,6645,474
Anita,Tequila,2493,193
Anita,Gin,1020,72
Anita,Vodka,13878,1599
Anita,Brandy,3592,327
Anita,Amaretto,373,35
Anita,Schnapps,2573,232
Anita,Distilled Spirits,513,23
Ruthven,Whisky,16619,1510
Ruthven,Gin,213,22
Ruthven,Vodka,7648,943
Ruthven,Rum,4932,330
Ruthven,Brandy,426,46
Ruthven,Misc,1170,66
Ruthven,Tequila,1361,97
Ruthven,Amaretto,137,22
Ruthven,Schnapps,1350,116
Lake Mills,Misc,9959,617
Lake Mills,Whisky,37516,2621
Lake Mills,Brandy,5943,509
Lake Mills,Rum,18214,1272
Lake Mills,Vodka,25122,2861
Lake Mills,Tequila,5887,336
Lake Mills,Gin,1458,128
Lake Mills,Amaretto,395,41
Lake Mills,Schnapps,6767,504
Lake Mills,Distilled Spirits,369,18
Keota,Misc,1313,60
Keota,Rum,3550,242
Keota,Whisky,7549,608
Keota,Gin,567,55
Keota,Vodka,6582,894
Keota,Brandy,355,29
Keota,Tequila,354,41
Keota,Schnapps,1197,132
Keota,Amaretto,33,5
Le Claire,Misc,55663,2618
Le Claire,Vodka,137181,8500
Le Claire,Tequila,10664,809
Le Claire,Whisky,206315,7729
Le Claire,Gin,29821,1187
Le Claire,Rum,26613,2006
Le Claire,Brandy,3877,269
Le Claire,Amaretto,773,81
Le Claire,Schnapps,21938,1105
Le Claire,Distilled Spirits,2683,86
Eddyville,Misc,1227,56
Eddyville,Whisky,13896,928
Eddyville,Rum,3001,190
Eddyville,Gin,112,8
Eddyville,Vodka,7199,645
Eddyville,Brandy,1713,160
Eddyville,Amaretto,48,4
Eddyville,Tequila,454,24
Eddyville,Schnapps,1893,124
Eddyville,Distilled Spirits,487,23
Dysart,Misc,3001,217
Dysart,Whisky,13978,904
Dysart,Rum,5589,361
Dysart,Tequila,748,63
Dysart,Brandy,2018,171
Dysart,Gin,616,55
Dysart,Vodka,8704,934
Dysart,Amaretto,241,24
Dysart,Schnapps,3193,193
Dysart,Distilled Spirits,322,14
Central City,Misc,3408,197
Central City,Whisky,30112,2153
Central City,Rum,12338,816
Central City,Tequila,4159,309
Central City,Distilled Spirits,967,43
Central City,Gin,390,46
Central City,Vodka,17912,2089
Central City,Brandy,934,72
Central City,Schnapps,4484,346
Central City,Amaretto,67,11
Mediapolis,Misc,6117,310
Mediapolis,Whisky,38364,2431
Mediapolis,Gin,996,74
Mediapolis,Vodka,30078,2580
Mediapolis,Rum,17041,1192
Mediapolis,Brandy,1192,106
Mediapolis,Tequila,4444,224
Mediapolis,Amaretto,222,30
Mediapolis,Schnapps,9381,892
Mediapolis,Distilled Spirits,1320,61
Dunlap,Vodka,15547,1416
Dunlap,Misc,12306,684
Dunlap,Amaretto,556,63
Dunlap,Whisky,59008,3522
Dunlap,Brandy,1487,130
Dunlap,Rum,18328,1170
Dunlap,Schnapps,8158,658
Dunlap,Tequila,5905,531
Dunlap,Gin,1493,102
Dunlap,Distilled Spirits,799,56
Fontanelle,Whisky,31375,2337
Fontanelle,Vodka,5636,610
Fontanelle,Schnapps,3999,477
Fontanelle,Tequila,1589,74
Baxter,Misc,2531,177
Baxter,Whisky,15348,1157
Baxter,Gin,160,9
Baxter,Vodka,6234,613
Baxter,Rum,3627,289
Baxter,Brandy,1143,95
Baxter,Tequila,1048,78
Baxter,Schnapps,1171,108
Baxter,Amaretto,43,5
Baxter,Distilled Spirits,113,5
Dayton,Misc,5281,272
Dayton,Rum,9031,560
Dayton,Whisky,25419,1692
Dayton,Gin,211,20
Dayton,Vodka,10533,1083
Dayton,Brandy,1264,129
Dayton,Tequila,1912,114
Dayton,Amaretto,226,36
Dayton,Schnapps,4423,326
Dayton,Distilled Spirits,13,1
Villisca,Misc,718,34
Villisca,Whisky,4907,363
Villisca,Gin,358,39
Villisca,Vodka,2146,218
Villisca,Rum,2188,177
Villisca,Brandy,72,7
Villisca,Tequila,242,16
Villisca,Schnapps,189,12
Villisca,Amaretto,49,7
Stratford,Rum,6961,512
Stratford,Whisky,16299,1229
Stratford,Gin,1123,113
Stratford,Vodka,8614,996
Stratford,Misc,3722,204
Stratford,Brandy,1509,152
Stratford,Tequila,831,47
Stratford,Amaretto,251,37
Stratford,Schnapps,2761,203
Stratford,Distilled Spirits,6,1
Inwood,Misc,7223,474
Inwood,Whisky,46310,3221
Inwood,Gin,398,27
Inwood,Vodka,11075,1125
Inwood,Rum,24886,1586
Inwood,Brandy,661,65
Inwood,Amaretto,1521,78
Inwood,Schnapps,6533,455
Inwood,Tequila,3597,202
Inwood,Distilled Spirits,969,47
George,Misc,3979,238
George,Rum,6408,516
George,Whisky,18741,1538
George,Gin,60,9
George,Vodka,4056,477
George,Brandy,1972,200
George,Tequila,541,20
George,Schnapps,1974,165
George,Amaretto,56,8
Melbourne,Whisky,4415,298
Melbourne,Gin,16,2
Melbourne,Vodka,2758,312
Melbourne,Rum,596,40
Melbourne,Brandy,33,4
Melbourne,Misc,173,6
Melbourne,Schnapps,549,65
Melbourne,Tequila,76,4
Griswold,Whisky,6985,586
Griswold,Gin,446,62
Griswold,Vodka,1600,211
Griswold,Rum,947,69
Griswold,Brandy,160,14
Griswold,Misc,391,28
Griswold,Tequila,136,10
Griswold,Schnapps,272,24
Griswold,Amaretto,8,1
Shellsburg,Brandy,3111,228
Shellsburg,Misc,4763,294
Shellsburg,Whisky,28892,1960
Shellsburg,Gin,626,53
Shellsburg,Vodka,17756,2075
Shellsburg,Rum,16246,1093
Shellsburg,Tequila,2879,208
Shellsburg,Amaretto,151,22
Shellsburg,Schnapps,7863,634
Shellsburg,Distilled Spirits,93,4
Blue Grass,Whisky,27912,2016
Blue Grass,Gin,1122,75
Blue Grass,Vodka,21473,2217
Blue Grass,Misc,5823,470
Blue Grass,Rum,9809,771
Blue Grass,Brandy,1522,128
Blue Grass,Tequila,2820,195
Blue Grass,Schnapps,4079,348
Blue Grass,Distilled Spirits,385,18
Blue Grass,Amaretto,188,30
Wilton,Whisky,29776,2225
Wilton,Gin,778,95
Wilton,Vodka,20984,2444
Wilton,Misc,4047,292
Wilton,Rum,13318,946
Wilton,Brandy,1647,129
Wilton,Tequila,2284,166
Wilton,Schnapps,4102,323
Wilton,Distilled Spirits,226,10
Wilton,Amaretto,360,63
Polk City,Rum,32323,2375
Polk City,Whisky,74568,4602
Polk City,Misc,11584,788
Polk City,Gin,3870,266
Polk City,Vodka,54550,4749
Polk City,Brandy,1245,94
Polk City,Schnapps,2522,181
Polk City,Tequila,9100,835
Tiffin,Misc,4198,171
Tiffin,Whisky,25040,1689
Tiffin,Gin,803,60
Tiffin,Vodka,23771,2083
Tiffin,Rum,9269,615
Tiffin,Brandy,1270,76
Tiffin,Schnapps,1119,86
Tiffin,Tequila,3738,165
New Virginia,Misc,1512,57
New Virginia,Whisky,18296,1366
New Virginia,Gin,324,25
New Virginia,Vodka,7005,595
New Virginia,Rum,3053,196
New Virginia,Brandy,249,14
New Virginia,Schnapps,697,53
New Virginia,Tequila,449,16
Ellsworth,Rum,8377,589
Ellsworth,Whisky,22435,1743
Ellsworth,Gin,519,38
Ellsworth,Vodka,13716,1203
Ellsworth,Brandy,1111,85
Ellsworth,Misc,2087,89
Ellsworth,Schnapps,1318,115
Ellsworth,Tequila,1125,46
Reinbeck,Misc,1805,114
Reinbeck,Tequila,761,66
Reinbeck,Whisky,15407,1321
Reinbeck,Gin,510,30
Reinbeck,Vodka,8531,872
Reinbeck,Rum,4723,322
Reinbeck,Brandy,1015,80
Reinbeck,Amaretto,221,22
Reinbeck,Schnapps,1107,64
Reinbeck,Distilled Spirits,18,1
De Soto,Misc,3081,131
De Soto,Rum,13237,965
De Soto,Whisky,30765,1894
De Soto,Gin,719,63
De Soto,Vodka,20803,2153
De Soto,Brandy,474,28
De Soto,Schnapps,1373,107
De Soto,Tequila,1602,77
Neola,Rum,9521,688
Neola,Misc,2874,111
Neola,Whisky,13510,788
Neola,Gin,884,53
Neola,Vodka,12879,1260
Neola,Brandy,346,21
Neola,Schnapps,1218,79
Neola,Tequila,1255,52
Casey,Rum,5208,302
Casey,Whisky,10684,660
Casey,Gin,269,18
Casey,Vodka,6420,555
Casey,Brandy,352,19
Casey,Misc,1132,46
Casey,Schnapps,889,61
Casey,Tequila,492,17
Adair,Rum,6921,440
Adair,Whisky,19034,1083
Adair,Gin,521,36
Adair,Vodka,11760,969
Adair,Brandy,670,34
Adair,Misc,2196,89
Adair,Schnapps,956,67
Adair,Tequila,1032,34
Walnut,Rum,5007,337
Walnut,Whisky,16687,938
Walnut,Gin,370,22
Walnut,Vodka,7630,767
Walnut,Brandy,320,20
Walnut,Misc,2702,95
Walnut,Schnapps,961,68
Walnut,Tequila,905,36
Lamoni,Rum,12618,781
Lamoni,Misc,4124,165
Lamoni,Whisky,22602,1318
Lamoni,Gin,1465,105
Lamoni,Vodka,22221,2041
Lamoni,Brandy,2593,131
Lamoni,Schnapps,2753,219
Lamoni,Tequila,2640,99
Center Point,Tequila,1739,159
Center Point,Misc,4555,367
Center Point,Whisky,26861,2310
Center Point,Gin,1223,142
Center Point,Vodka,18113,2107
Center Point,Rum,11470,919
Center Point,Brandy,2038,203
Center Point,Amaretto,255,33
Center Point,Schnapps,5019,457
Center Point,Distilled Spirits,93,4
Garnavillo,Misc,490,32
Garnavillo,Whisky,2719,196
Garnavillo,Gin,252,12
Garnavillo,Vodka,1083,146
Garnavillo,Rum,1197,75
Garnavillo,Brandy,166,15
Garnavillo,Tequila,190,12
Garnavillo,Schnapps,517,41
Garnavillo,Amaretto,6,1
Alton,Misc,5540,282
Alton,Whisky,35282,2589
Alton,Rum,11418,776
Alton,Gin,551,41
Alton,Vodka,14953,1504
Alton,Brandy,2131,215
Alton,Tequila,3148,150
Alton,Amaretto,430,50
Alton,Schnapps,4536,360
Alton,Distilled Spirits,74,3
Palo,Misc,2445,116
Palo,Whisky,22068,1349
Palo,Gin,360,22
Palo,Vodka,9601,936
