zipcode,high.school,bachelor,unemployment,income,population,pop.white,pop.black,pop.indian,pop.asian,pop.hawai,pop.other,pop.multi
52405,95.6,25.7,4.9,34931,25420,22915,1223,30,525,0,17,710
52411,97.3,52.6,1.1,55199,7456,7031,91,0,259,0,0,75
52501,85.2,17.6,7.1,26869,29655,26575,810,19,323,78,1439,411
52530,90.5,15.7,6.8,29792,907,867,1,7,0,17,1,14
52531,86.1,18.3,3.9,32223,6073,5898,5,0,11,0,118,41
52533,94.2,10.6,4.9,27462,1644,1644,0,0,0,0,0,0
52534,77.1,0,8.9,26250,272,267,0,0,0,0,0,5
52535,85.2,17.7,2.8,25595,1034,1016,2,0,0,0,6,10
52536,94.7,19.1,5.3,43019,1068,1062,0,0,0,0,0,6
52537,87.1,18.3,4.4,28737,7186,7071,16,32,19,0,0,48
52540,94.2,12,7.7,27383,1271,1258,12,0,0,0,0,1
52542,81.5,7.9,2.1,27368,541,480,58,0,3,0,0,0
52543,96.3,34.2,7.5,45647,392,392,0,0,0,0,0,0
52544,89.7,19.3,7.2,26890,7346,7135,59,3,60,0,0,89
52548,85.5,20.3,6.4,18750,97,95,2,0,0,0,0,0
52549,79.8,7.9,6.3,29167,791,761,0,2,0,0,0,28
52550,84.1,8.3,1.1,29286,391,390,0,0,0,0,0,1
52551,90.7,13.8,7.6,31618,426,426,0,0,0,0,0,0
52552,95,12.4,1.4,31587,839,819,0,0,5,0,0,15
52553,96.1,19.5,7.3,27209,1860,1807,0,0,3,0,0,50
52554,85,10.8,10.1,28717,1277,1261,0,10,0,0,6,0
52555,85.1,13,1.6,26763,357,354,0,1,0,0,2,0
52556,95.5,38.8,7,21506,13433,10702,1006,0,802,0,372,551
52557,100,78.7,0,,82,4,5,0,23,0,50,0
52560,85.8,11.6,3.6,23558,534,502,0,0,0,0,0,32
52561,91.4,12.8,9.7,26806,989,954,0,1,0,0,0,34
52563,90.7,15.8,6.8,29643,1548,1526,18,0,0,0,0,4
52565,91.7,16,4.6,30807,1943,1914,13,7,0,0,0,9
52566,89.3,6.1,7.5,28393,179,179,0,0,0,0,0,0
52567,92.9,11.7,3.6,35972,782,782,0,0,0,0,0,0
52569,91.5,18.8,16.2,26719,579,567,1,0,7,0,0,4
52570,76.7,4.6,2.5,24125,924,878,28,0,0,0,0,18
52571,94.4,15.2,4.4,29605,1632,1616,2,0,0,0,0,14
52572,89.7,16.8,8.6,25750,1179,1150,0,0,0,0,0,29
52573,92.6,40.7,0,28750,80,80,0,0,0,0,0,0
52574,88.9,17.4,4.4,25938,762,758,0,0,0,0,0,4
52576,90.4,19.3,4.7,25260,488,487,0,0,0,0,0,1
52577,91,25.7,6.5,30104,15180,14466,283,14,232,0,80,105
52580,85.6,8.1,1.2,32500,499,488,0,0,0,0,0,11
52581,89.2,19,1,31591,330,328,0,0,2,0,0,0
52583,95.1,18.4,2.3,26250,194,194,0,0,0,0,0,0
52584,75.7,18.1,2.5,31420,484,482,0,0,0,0,0,2
52585,95.7,16.6,5.5,30703,975,975,0,0,0,0,0,0
52586,81.7,22.9,4.8,28750,371,361,0,0,0,0,0,10
52588,100,46.7,0,,29,29,0,0,0,0,0,0
52590,79.7,7.9,4.2,23629,1234,1215,12,0,0,0,0,7
52591,92.3,23,4.5,34583,3149,3028,1,7,34,7,29,43
52593,96.4,13.1,3.9,30313,113,113,0,0,0,0,0,0
52594,92.7,13.9,7.4,41339,384,340,0,0,0,0,0,44
52595,90.3,19.4,7.1,22279,482,381,44,0,0,0,15,42
52601,91.3,20.2,6.3,25877,29315,26284,2042,68,117,0,92,712
52619,89.5,8,2.9,26615,597,597,0,0,0,0,0,0
52620,89.4,6.4,2.8,28942,799,798,0,0,0,0,0,1
52621,94.3,16.7,6.3,30526,588,572,3,0,0,0,0,13
52623,96.1,21.1,2.5,30246,2056,1989,18,0,2,0,0,47
52624,84.2,23,12.3,29914,194,194,0,0,0,0,0,0
52625,95,14.8,3.4,29895,2568,2544,14,0,0,0,0,10
52626,89.4,12.9,3.4,30735,1591,1509,0,0,0,0,0,82
52627,92.5,13.3,8.5,29992,13103,12335,334,0,44,0,58,332
52630,90.9,20.1,2.6,30046,456,455,0,0,0,0,1,0
52632,89.7,16.5,9.8,24715,13184,11831,547,43,89,0,122,552
52635,95,18.5,4.3,24135,762,759,0,2,0,0,1,0
52637,96.6,26.1,1.6,37321,2409,2349,28,0,4,0,0,28
52638,96.7,14.3,2.5,25250,592,552,16,0,6,0,0,18
52639,92.8,11.3,5,28963,1898,1834,12,5,0,0,5,42
52640,88.9,17,1.8,31991,1511,1479,4,18,0,0,0,10
52641,91.6,18.6,4.9,28763,11917,10515,419,41,481,0,207,254
52644,96.7,16,3.8,38472,324,324,0,0,0,0,0,0
52645,95.4,16.8,4.8,32261,3304,3187,0,0,20,11,30,56
52646,94.5,9.8,1.8,27422,379,375,4,0,0,0,0,0
52647,93.2,19.7,5.9,35000,197,191,0,0,0,0,0,6
52649,89,12,11.4,33235,933,913,0,0,5,0,0,15
52650,99.2,15.2,0,35172,805,709,0,0,0,0,0,96
52651,93.8,10.6,3.4,31286,695,689,0,0,0,0,0,6
52653,85.8,12.1,5.6,30081,3413,3342,11,1,4,13,36,6
52654,89.4,22.6,2.6,31616,1557,1515,0,17,14,0,3,8
52655,91.4,14.9,6.4,25079,4606,4232,135,0,50,0,0,189
52656,94.4,14,5.1,31728,2311,2288,0,0,0,0,0,23
52657,96.5,10.5,0,27750,73,73,0,0,0,0,0,0
52658,93.5,13.1,4.7,27500,788,788,0,0,0,0,0,0
52659,91.1,23.3,2.9,30909,1560,1532,0,0,8,0,5,15
52660,100,0,40.5,,171,171,0,0,0,0,0,0
52701,94.6,16.2,0,27188,113,111,0,0,0,0,0,2
52720,95.4,13.4,2.4,33457,940,851,0,0,0,0,12,77
52721,86.3,11.5,1.8,36765,689,652,0,0,34,0,0,3
52722,97.3,48.4,4.2,42467,36393,32334,1198,122,1838,0,411,490
52726,92.3,30.6,1.4,45000,5300,5226,6,11,8,0,5,44
52727,93,15,6.7,43125,239,239,0,0,0,0,0,0
52728,85.1,2.2,3.7,30889,1093,1070,5,12,0,0,2,4
52729,93.4,8.4,1.5,40189,873,864,4,2,0,0,1,2
52730,93.2,16,4.8,31375,4888,4772,0,0,0,0,0,116
52731,93,14,2.2,30368,898,878,2,0,3,0,0,15
52732,90,19.4,5.4,27399,27424,25003,1270,91,203,0,147,710
52737,63.9,8.9,1.6,30294,445,403,0,0,19,0,19,4
52738,76.1,10.4,5,30006,3789,3118,112,12,353,0,175,19
52739,75,9.9,7.9,24375,796,707,0,0,21,0,62,6
52742,94.6,25.6,3.4,35787,7778,7496,1,15,100,0,20,146
52745,91.7,29.2,0.5,35000,634,631,0,0,0,0,0,3
52746,74.9,16.1,0.4,36699,869,851,11,0,0,0,0,7
52747,93.9,22.4,1.1,36496,2233,2177,0,8,5,0,0,43
52748,95.2,31.3,6.8,31287,10235,9904,170,0,0,0,0,161
52749,92.8,17.6,5.7,36406,1164,1160,0,0,0,0,0,4
52750,93.8,17.3,0.9,30972,621,612,0,0,3,0,6,0
52751,97.6,17.9,2.7,36375,924,916,1,0,0,0,0,7
52752,86.9,16.9,3.8,30759,449,440,3,0,3,0,3,0
52753,97.7,37.1,7.9,44260,5505,5195,93,24,15,0,23,155
52754,93.7,30.4,0.8,36607,1374,1369,5,0,0,0,0,0
52755,92.1,21.5,2.9,32955,2037,1996,0,0,4,0,7,30
52756,97,36.2,1.8,37708,2068,1997,58,3,4,0,0,6
52757,92.3,10,5.4,29000,203,190,6,0,0,0,0,7
52758,89.3,25.2,3.8,33750,189,178,0,0,6,0,0,5
52760,100,15.4,0,48355,358,358,0,0,0,0,0,0
52761,86.4,20.7,4.7,30668,30273,27502,732,42,325,0,755,917
52765,97.5,14.8,6.1,29375,418,410,0,0,4,0,0,4
52766,91.2,22.1,0.2,40341,957,938,0,0,6,0,4,9
52767,95.9,30.2,43.6,45568,169,169,0,0,0,0,0,0
52768,94,24.5,3.6,37138,1440,1367,0,0,0,0,5,68
52769,89,20.6,2.5,31856,656,622,10,24,0,0,0,0
52772,93.8,16.8,5.1,34692,4791,4655,35,5,96,0,0,0
52773,92.8,26.7,3.3,37586,2046,1978,9,0,19,0,0,40
52774,96.5,5.9,1.5,31250,119,116,0,0,0,0,0,3
52776,78.8,17.5,5.6,30736,4701,3985,6,0,114,12,354,230
52777,91.3,11.6,3.1,31144,1323,1290,0,0,4,0,0,29
52778,94,26.3,2.4,37535,4374,4337,7,0,0,0,4,26
52801,79.5,28,4.1,26071,1015,735,246,0,0,0,6,28
52802,81.5,9.3,7,26403,10520,8503,1195,55,208,13,168,378
52803,92.2,31.6,4.8,27448,22676,17778,3069,110,514,4,336,865
52804,91.1,20.4,5.1,30847,27007,22795,2348,69,432,0,342,1021
52806,92.8,25.5,5.7,31085,28498,23150,3339,82,739,0,345,843
52807,93.9,42.6,3.1,33750,15054,12757,1497,15,347,0,215,223
56027,88.3,12.8,3.8,28429,872,853,13,0,0,0,4,2
56121,91.5,13.6,5.3,30179,617,581,0,6,3,0,22,5
56168,89.5,10.5,3,30147,820,794,7,0,6,3,4,6
